id,formula,n_atoms,theta,lam,omega
agm081372275,DyPa2N3,6,191.23,1.72,343.56
agm001137095,Pa2GaRe,4,24.09,0.463,213.98
agm048798474,Th3Ni3Au,7,75.83,0.847,248.14
agm003628614,La2SiGe,8,85.85,0.7577,286.75
agm103250587,AcEu2Au3,6,66.46,0.9691,186.25
agm072967496,Rb8NpO6,15,274.68,2.4691,405.71
agm002165799,Na(CuSe)4,9,140.41,0.973,416.23
agm047932170,Ac4SnAsSe2,8,101.37,1.339,219.43
agm015839765,PmDy6Er,8,4.73,0.2748,194.54
agm003612563,AgBiSe2,16,79.54,0.7604,285.36
agm018177008,HfZr2Zn3,6,27.52,0.4223,302.07
agm004879340,TlCr(MoO4)2,12,299.48,1.6828,552.42
agm003540590,TbHo2Co9,12,56.41,0.545,351.59
agm004907253,TbHo2PuO8,12,310.46,2.257,476.57
agm002205666,Y2TlCo2,5,67.08,0.6428,293.59
agm069793142,ZnCu5Pt2,8,42.29,0.4772,343.43
agm073033377,Tb3DyH,5,145.58,1.222,316.6
agm002373240,U2Ge,3,47.29,0.6624,220.28
agm003154670,CdCuI3,5,111.99,1.0285,308.33
agm016361962,PuUGa,6,34.76,0.5481,221.8
agm090656115,Er4Hg3Au,8,52.1,0.7633,193.55
agm003188993,YbTl3,4,23.9,0.484,186.74
agm158764732,Yb3Tl5,8,25.6,0.5007,180.98
agm035515890,TbPr(Sm2Y)2,8,6.88,0.2894,210.22
agm038535349,TbPr4Sm2Y,8,5.85,0.2815,208.95
agm069778257,FeCoPt6,8,18.85,0.3812,256.59
agm030795094,Sr4TlCd2Ga,8,55.89,0.6783,234.02
agm004684675,Li3MgTl3Br8,15,175.13,1.7905,323.42
agm003560907,Pm3PrP4,8,138.79,1.204,327.29
agm059253145,TbCe3Te4,8,95.17,1.1365,241.71
agm003411450,La2SiGe3,6,91.19,0.796,312.67
agm005017694,Sc2TlHO,5,173.7,1.1696,408.8
agm003216364,CaAl2O4,14,541.59,2.021,920.35
agm005753310,Pr4DySc,6,11.74,0.337,223.7
agm039425604,Pr3Dy2Sc,6,10.69,0.332,220.42
agm011447782,Ti2MnGa2Co3,8,44.28,0.4303,435.15
agm058944198,NdTh(ZnAu)2,6,82.99,0.9745,233.39
agm003433368,Mg3TlHg2,6,44.07,0.5635,256.57
agm009223495,Th3Sc2Os3,16,66.79,0.857,227.12
agm004774502,KSb(AuS2)2,8,123.54,0.949,348.06
agm002191807,V2PdSe6,9,134.9,0.9264,403.1
agm002018989,InSbSe,6,72.63,0.7144,315.82
agm004754127,NaPr(ZnAu)2,6,104.64,1.1272,273.93
agm002140694,Zr2PbC,8,114.98,1.024,317.68
agm013738018,Mg(ScNi)2,5,119.22,0.6887,493.76
agm036084162,NdY(HoRh2)2,8,68.04,0.8112,255.04
agm005783734,Pm2ZrZn3,6,50.71,0.5616,287.36
agm002198604,ErAsAu,6,83.33,0.952,239.89
agm038534828,Na2InI3,6,148.01,1.552,279.3
agm004972489,NaTl(InI3)2,10,113.0,1.2557,243.25
agm060677844,TbDyAgPt,4,59.01,0.7854,217.7
agm144901522,Pm2Y5Ho,8,7.06,0.2856,234.39
agm077717850,Pm4YHo,6,7.2,0.298,207.47
agm112879302,TbSmZn2,8,38.21,0.534,254.58
agm002324293,TbSmZn2,4,39.52,0.5284,253.63
agm082481693,Ta2Nb2Ru,5,38.02,0.5174,261.33
agm032485625,Sc3Al3PdAu2,9,120.07,0.9146,347.81
agm102546387,ZrCd2Hg,8,42.38,0.5515,251.16
agm070358392,Hf4ZrIn,6,18.7,0.397,228.55
agm098661185,Sm3Mg3Ge2Pt,9,84.32,0.7881,290.92
agm061139820,HfNbAlC,4,101.87,0.781,383.81
agm108617208,YErAl2,8,39.94,0.4952,317.55
agm001947512,Pu2SbS,4,107.79,1.1815,237.48
agm130826765,Y3ErAl2,6,33.9,0.4655,294.97
agm135247059,Tm2ScAlCu2,6,58.46,0.5942,306.61
agm002306458,GdNiP,6,114.41,0.844,358.4
agm005270148,NaMg14Zn,16,26.92,0.331,544.21
agm097808320,Tm2HfThP4,8,124.82,1.0735,306.94
agm069533385,PrNdSb,6,63.49,0.8212,225.53
agm104026043,CdPtF6,16,338.15,2.0455,581.94
agm065976321,MgIn2F6,9,396.24,2.3992,630.33
agm150288815,PmNdY4,6,6.19,0.2755,239.23
agm005020853,BaLiZnSn2,5,78.96,0.8423,288.92
agm130707517,Pm2NdY2,5,6.5,0.2842,222.85
agm005190658,TbPuTeSe,4,100.61,1.2715,238.58
agm001133523,HoScAg2,4,67.58,0.6966,273.1
agm002327914,ScAlCoRu,4,89.89,0.6454,416.13
agm005202966,AcAsRuF,8,153.6,1.294,326.33
agm084767538,AcPm(PrNd2)2,8,3.87,0.2601,195.85
agm116512991,AcPm4PrNd2,8,4.03,0.2594,193.56
agm018885874,CeYPdAu,4,119.16,1.2332,253.35
agm013174700,UAsO5,14,339.0,1.744,619.14
agm053252049,AcTh(AgSn)2,6,57.22,0.7248,219.81
agm069442972,YPdAu4,6,55.61,0.714,233.95
agm018619384,Pm2ZnGa3,6,58.65,0.6172,298.23
agm014719707,Pm2Zn3Ga,6,58.16,0.574,300.28
agm047236651,Al4Co3Os,8,50.74,0.4609,432.71
agm129282003,BaAuF6,8,328.76,2.3182,480.79
agm037333780,Rb(CoTe2)2,7,64.1,0.6492,299.73
agm015273622,HfTiNb6,8,12.01,0.3185,295.53
agm049868836,RbTbSnSe3,12,137.85,1.4245,295.3
agm020155457,Pr2TeSe3,6,131.03,1.2956,274.41
agm089340063,LiPrTe2,16,123.94,1.1793,285.97
agm005967860,Er4MgIn3,8,35.14,0.5223,225.24
agm005983790,Ta4RuRh3,8,63.92,0.712,265.44
agm021562414,CdInBr2Cl,10,165.72,1.4206,330.33
agm033808865,HoAl2Pd3,6,78.14,0.708,330.01
agm127667770,KCdInBr6,9,179.71,1.5172,338.39
agm050955221,K2CdBr3Cl,14,196.79,1.9078,362.58
agm005922064,ZrTa3Ru4,8,66.35,0.7083,271.88
agm037726477,ErIn(SnRh2)2,8,61.36,0.677,278.64
agm001232798,PaZnPb2,4,51.09,0.7255,203.8
agm126250046,Pa2(CdSn)3,8,29.04,0.4773,226.8
agm004818557,TbY(ZrP2)2,8,160.98,1.1005,393.29
agm082692116,Sr2CaSb2,10,113.27,1.1092,272.21
agm003635600,Sr2SiRh,4,128.52,1.048,344.65
agm003610978,DyYHg,12,41.7,0.6576,213.61
agm103800046,Ag3Pd2Au3,8,43.05,0.5703,260.38
agm001260292,PuBrCl,3,166.5,1.852,282.75
agm002351760,AcInRh2,4,73.61,0.8221,260.6
agm005988536,AgPd3Au4,8,24.74,0.4281,252.04
agm005949847,La2Zn2Cd,5,50.24,0.63,265.22
agm153546895,AgPd3Au4,8,35.92,0.5148,252.23
agm082701078,Zr2TcIr,8,59.7,0.6396,270.68
agm001308872,MgSnIrRu,4,66.46,0.6659,292.45
agm001182968,PrEuOs4,6,62.82,0.8152,221.76
agm003560830,Tb3ThSb4,8,92.88,1.06,232.26
agm005632421,AcScHg,6,51.14,0.7023,213.53
agm115389537,Lu4Zn3Pt,8,42.49,0.5872,239.25
agm003202009,PrHSe,6,156.74,1.102,371.67
agm006123990,CsK5H6,12,301.56,1.4965,579.47
agm119869231,AcInGa2Pd,5,60.07,0.7154,263.72
agm038553211,Ti3Al2Re,6,30.11,0.3935,392.3
agm005712396,TaTi2Re,4,22.67,0.3842,288.33
agm003418154,Pm3CuAu2,6,70.24,0.8929,216.26
agm001203662,Pm2CuAu,4,79.59,0.8929,226.03
agm005987802,Pm4Tl3Cu,8,37.08,0.5761,204.21
agm068820359,MnPd6Au,8,37.9,0.4728,302.8
agm020842846,MgZrB4,6,163.25,0.682,757.84
agm106197921,MnPd5Au2,8,41.6,0.5237,286.19
agm006135292,Y6Te5Pt,12,112.58,1.069,270.57
agm032865586,Y4GaCu2Au,8,77.01,0.736,284.05
agm069006744,Pr5NdEr2,8,7.33,0.3003,203.38
agm070147565,MnRh6W,8,30.7,0.4323,318.84
agm001160890,SmEu2Hg,4,25.33,0.5086,187.66
agm106527465,SrZn4Pd,6,70.43,0.6293,348.84
agm005790520,CePrI6,8,134.41,1.6315,249.16
agm005791471,CeScBr6,8,192.5,1.798,349.42
agm157054066,K3GdI6,10,140.6,1.8205,253.4
agm147896934,Nd7Lu,8,5.78,0.2792,202.87
agm032849084,Mg2AlGaAg4,8,58.13,0.5431,348.77
agm002186560,Sc(SiPd)2,5,75.75,0.5894,406.47
agm006001801,Sm4TmMg3,8,11.24,0.3263,239.59
agm111528327,Lu2ScRu,16,96.36,0.9115,273.68
agm090723507,Th2FeCo,8,57.06,0.6871,256.93
agm005706697,Co2CuPt3,6,37.44,0.486,294.96
agm008596201,Tb3Th3Si4,10,45.54,0.6047,241.83
agm030634241,TbPu(InAu2)2,8,66.79,0.9064,205.63
agm001122900,GdYCd2,4,31.84,0.5073,237.69
agm105764694,GdY3,4,4.93,0.2545,241.29
agm078390987,Gd5Y,6,4.12,0.254,206.11
agm082931121,Gd2Y,3,4.55,0.26,215.09
agm151467747,TcHgF5,14,362.15,1.9907,563.93
agm001122902,GdY2Cd,4,18.39,0.397,242.83
agm005730471,PrSmCl6,8,250.3,2.059,409.88
agm048134066,Tb2NdYTl4,8,26.27,0.5123,192.26
agm049193235,Ti4NbZn3,8,17.59,0.3122,405.52
agm005782385,PuHfZn4,6,33.94,0.4722,284.18
agm002188007,USiPt2,8,61.85,0.7192,245.36
agm013752906,Ac2PtRh,4,86.79,1.1792,205.56
agm043057323,LaNd(DyTl2)2,8,26.25,0.5007,185.25
agm019332187,ErPPdRu,8,73.31,0.668,320.55
agm107406394,Er2(RhAu)3,8,77.63,0.8545,245.42
agm014770687,ErRhAu4,6,50.99,0.666,227.42
agm077673110,Pr2SeS,8,165.48,1.5415,306.06
agm001138924,Tm2TlZn,4,25.34,0.4643,214.0
agm082823264,Pr2LuGa2,10,44.97,0.5812,245.19
agm060861852,Ga(AgBr2)3,10,148.87,1.2058,361.83
agm001101538,Gd2ZnSn,4,48.88,0.6209,233.25
agm009897227,Pm3(CdCu)2,7,65.81,0.7097,258.04
agm095001565,Ce2CdCu,8,68.42,0.7219,266.02
agm003710173,DyErS3,10,167.73,1.4243,342.31
agm016027885,Zn4Cu3Ru,8,47.29,0.4675,400.88
agm002907596,Ca(AlAu)2,5,99.34,0.9374,301.58
agm068410633,AcLaRh2,8,101.66,1.1792,242.0
agm074055197,NaDyTe2,12,122.2,1.1725,265.44
agm095975497,Ac2LaRh2,5,110.46,1.312,237.79
agm078658437,SrLiAlO3,12,521.36,2.2324,834.24
agm005991040,AcLa3Rh8,12,85.31,0.8791,262.96
agm002147680,KCdF3,10,368.81,2.7025,536.44
agm099020792,KCdF3,10,371.6,2.6669,564.52
agm005840645,Nd2TlF7,10,286.83,2.2676,437.09
agm034034184,Co3GeMo2,12,31.78,0.4012,390.92
agm087865541,CdPd4Pt,6,23.17,0.3975,286.0
agm012245400,Cd(PdPt)2,5,27.21,0.4318,263.15
agm119041627,Pr3(Al2Ge)2,9,82.29,0.698,341.02
agm082447702,Cd(Pd2Pt)2,7,26.08,0.4154,274.71
agm004545571,Ca2Fe2As2N,7,223.44,1.1851,508.39
agm075771868,Ba4P2BrCl,8,157.59,1.8115,281.08
agm005777056,PaSi3Ir,5,48.17,0.5406,315.8
agm078060447,CsTeF5,14,309.2,2.6084,451.92
agm013316930,PmPr6Sm,8,4.17,0.259,206.45
agm099081953,Pm4PrTh,6,5.91,0.284,196.22
agm008874716,Tb3Pm2Nd3,8,5.32,0.271,200.91
agm051360451,TbPmNd2,4,4.43,0.262,203.01
agm035756174,Er4IrPtRh2,8,62.55,0.7823,225.58
agm070303155,Tb4PmNd,6,4.9,0.264,200.93
agm038586322,Tb3PmNd2,6,5.28,0.272,201.32
agm145582550,Zr3NbTc4,8,48.02,0.5345,304.88
agm062952573,Zr5NbTc6,12,49.16,0.5374,304.24
agm033628202,Sc4Zn2HgAu,8,73.54,0.7024,303.2
agm017015209,Hf3TiO8,12,372.35,2.1243,560.8
agm005123062,HoTl2Hg,4,35.49,0.5965,182.85
agm103656519,BaErF5,14,288.58,2.4953,475.41
agm004584842,Hf2Mn(TlSe3)2,11,118.82,1.136,278.05
agm013241047,PmAsPd,6,95.53,0.892,288.34
agm019781190,Hf2CdC,4,90.81,0.9052,291.7
agm109075378,HoLu2Hg3,6,42.0,0.6374,192.78
agm042682512,HfScP2,4,151.24,1.024,402.32
agm033600784,La3GaHg2,6,52.21,0.7346,208.27
agm056631078,HfSc3P4,16,156.04,1.0105,457.58
agm004751782,AcCe(GeRh)2,6,95.19,0.952,272.29
agm005813723,TaAlS4,6,207.99,1.1725,487.82
agm099652040,Li3MgCd4,8,88.06,0.678,375.45
agm064212306,KTl(PbI3)2,10,85.15,1.0465,219.2
agm136890648,Tb4Pr3Tm,8,6.81,0.295,201.99
agm010049198,Tb2Pr3Tm2,7,7.97,0.313,200.65
agm010041610,Tb3Pr3Tm2,8,8.71,0.3197,201.25
agm042619299,TbPr5Tm2,8,7.46,0.3006,203.03
agm002201229,Ho(BeAs)2,5,112.08,0.8125,411.39
agm005183962,TbSmAlCd,4,37.95,0.5404,246.42
agm037084108,Nd2HoErTl4,8,24.01,0.4877,186.64
agm078684808,Eu3In2Hg,6,37.76,0.5954,202.83
agm003162689,Eu2InHg,4,43.41,0.6473,198.08
agm008701702,Pr2Nd3Y2,7,6.79,0.2817,220.28
agm092997344,PrNd2Y,8,6.12,0.2811,217.26
agm010114877,Pr2Nd2Y3,7,7.25,0.2911,227.13
agm154132719,NaPuF5,7,391.6,2.806,568.13
agm113607376,PrNdY,6,5.51,0.277,222.84
agm064439161,Os3RuO8,12,276.12,1.366,547.69
agm003437921,Sc3Ga2Rh,6,68.67,0.5902,368.75
agm002304819,Rb3SmO8,12,334.55,2.0734,526.96
agm005946427,Sc3GaRh4,8,89.69,0.7346,349.32
agm091373158,Sc4Ga3Rh,8,69.88,0.5872,370.95
agm037469200,Sm2Ni2I,5,88.45,0.919,265.02
agm064013096,HfIrPdAu,4,71.81,0.808,240.73
agm003438928,TbSc2Rh3,6,85.7,0.7994,306.9
agm001196830,CeSm2Al,4,30.42,0.4705,242.89
agm005835221,Ga4NiPt,6,29.17,0.4078,354.96
agm036088975,Er4IrPd2Pt,8,61.43,0.7617,222.04
agm110373540,CeHo3P4,8,135.34,1.1387,322.21
agm005771821,Ta3TiTc2,6,23.8,0.4093,265.05
agm088852860,Ta3TiTc2,6,21.28,0.3976,265.94
agm003157532,GdS,2,163.06,1.492,327.85
agm147181907,Ce3CO2,6,242.69,2.071,401.77
agm006009457,Ce4CO3,8,249.58,2.1378,402.8
agm015529266,NdDy2Hg,4,32.55,0.5586,196.06
agm077706531,Ba6P3I2Cl,12,139.65,1.7065,260.79
agm002214010,BaGe2Pt,8,68.78,0.7575,260.53
agm027567511,TiTlF5,7,352.87,2.422,575.69
agm145730178,HoEr(ScIn)2,12,41.87,0.5565,256.48
agm090202264,Zr(CrS2)2,7,216.34,1.1438,522.26
agm003479363,ErCd2Au5,8,68.6,0.7975,222.94
agm030661182,Pm2PrSmHo4,8,6.92,0.2935,196.45
agm003195336,PrYAl4,6,52.06,0.493,377.17
agm004554631,Pm2Pr(SmHo)2,7,7.08,0.298,196.85
agm011513315,HfGa2(BrCl2)2,9,202.2,1.5846,380.52
agm032517131,SmZr2In3,6,39.64,0.552,260.16
agm001286183,SmErCuGe,4,56.49,0.6704,254.42
agm002221689,PrMgSi,12,80.51,0.6839,353.18
agm002240496,Pr2Si2Ir,10,86.52,0.8414,292.47
agm001043815,LiErAu,6,114.33,1.1372,265.86
agm002223774,Ce3(TiN3)2,11,301.02,1.789,531.75
agm005018761,SmSi2NiOs,5,66.62,0.6297,336.6
agm004472748,Cs2HgSeCl6,10,165.18,1.91,298.39
agm010082538,Pa2(CdPb)3,8,47.85,0.6715,201.07
agm092928702,Li6MgCd,8,78.43,0.4716,629.0
agm025165304,Pr2Dy4Ho,7,6.37,0.2911,197.98
agm033468927,Dy2Y3Ho,6,4.35,0.253,222.51
agm009943243,Dy3(YHo)2,7,4.05,0.2539,208.84
agm008705378,Pr2Dy3Ho2,7,6.11,0.2851,197.89
agm016635979,DyYHo,6,4.17,0.254,210.81
agm116629239,Pr2DyY,4,6.79,0.2905,216.09
agm004850428,K4H2BrCl,8,283.05,1.879,493.94
agm001133267,PaZn2Ag,4,17.98,0.3738,274.8
agm017954727,Pr2Dy5Y,8,5.46,0.277,204.65
agm093768360,Ac2GaNi9,12,49.49,0.502,346.81
agm126609320,Pr2DyHo,8,6.77,0.3018,200.42
agm088205123,Nb2RuRh3,6,61.58,0.598,321.84
agm004842301,Ce2HoNbN4,8,254.8,1.8453,430.19
agm139758152,La2GaSi3,6,87.68,0.73,353.62
agm055119427,Pm4SnTe3,8,89.55,1.0915,238.89
agm089651186,LiAlBr4,12,260.6,1.7485,473.14
agm001201319,Th2TlCd,4,22.05,0.4735,186.73
agm014974321,Ta(TiMo)2,5,60.51,0.5945,318.16
agm035544174,Tb4Tl2CdIn,8,35.44,0.5692,201.34
agm107349172,Ta2Ti2Mo3,7,56.67,0.6032,300.78
agm001148778,Er2AlPd,4,54.85,0.644,253.23
agm002250240,Er2AlPd2,10,75.7,0.7998,273.23
agm109461551,ErTmTlIn,4,28.63,0.5168,197.93
agm157995526,Rb2HgI6,9,114.19,1.402,223.07
agm067798916,AlCuGeS4,7,200.49,0.916,605.07
agm005969219,CaMg3I8,12,159.53,1.5348,307.01
agm005742893,Sr2MgI6,9,141.08,1.681,270.36
agm005038630,K3HBrCl,12,277.88,2.025,458.78
agm003157887,TaNbW,3,40.57,0.5551,241.14
agm002229899,Fe(AsO3)2,9,393.49,1.489,785.11
agm004759914,MgTl2Br3Cl,7,158.73,1.6156,278.5
agm119920430,PmNpSi4,6,75.37,0.643,347.86
agm042774320,TmMg(CdAu2)2,8,83.79,0.9689,234.46
agm005749477,NaPuF4,6,278.11,1.8423,461.07
agm005940168,Cs2GeF4,14,311.0,2.8346,421.76
agm004701458,Rb3Na3HgCl8,15,264.19,2.1619,399.61
agm002317318,DyMnSi,6,60.13,0.5723,359.3
agm004714890,Rb8HBr3Cl4,16,198.46,2.1805,322.92
agm005010688,SrMgZnAu2,5,102.37,1.0351,268.71
agm004552000,SrMg2(ZnAu)2,7,107.95,0.9835,307.39
agm109125498,SmNiAs2Pd,10,80.28,0.6829,321.83
agm153668342,Li2Mg3Cd,6,52.53,0.4617,495.33
agm087162314,DyGa3F12,16,480.74,2.3357,731.7
agm005751432,PuHg5Pd,7,33.39,0.574,202.56
agm001337831,PmGdMgSn,4,47.02,0.6306,239.99
agm003076901,BaPH,12,186.66,1.2295,400.28
agm002167532,Tm2ZnNi2,5,66.65,0.6632,302.45
agm022843957,Pr2Pu(SeN)2,7,192.97,1.7578,339.19
agm088629318,Cs2CeF6,9,328.75,2.9725,451.67
agm005483515,RbNa2NiO2,6,267.3,1.5197,526.06
agm005959802,Sc4OsPd3,8,76.32,0.6899,317.67
agm001183507,CeGdRh4,6,87.59,0.862,272.78
agm097035033,NaLiCr2O4,8,527.23,2.1692,835.65
agm100325517,MgSc2Tl,8,19.9,0.3663,309.64
agm006134972,Rb5PuO6,12,291.06,2.47,432.6
agm002140583,Ti2SiC,8,178.76,0.7855,614.93
agm034419885,PrNd2Sm4Er,8,5.33,0.2774,197.33
agm145467560,La3TbSm3Ho,8,6.64,0.295,197.48
agm005126865,Pm2NCl,4,160.74,1.5179,328.03
agm030599878,Tb4AgIr2Pt,8,69.84,0.8576,216.54
agm003461388,Ba(SiAu2)2,7,72.45,0.818,252.31
agm005791741,NiPtI6,8,78.85,0.7252,301.88
agm013579382,ZrSn4S7,12,150.01,0.9626,415.17
agm003307895,Mn2Fe2H3,7,223.16,0.723,846.68
agm132116321,LuMn2Pd5,8,68.76,0.6543,311.72
agm022686403,ScTi(InRh2)2,8,70.36,0.6786,318.35
agm037700306,Y4Hg3Ru,8,73.72,0.7933,237.71
agm032666293,DyEr2ScAg4,8,51.06,0.6187,244.86
agm114640373,Pr4NdHoTm2,8,7.78,0.3074,201.11
agm020201566,Pr4NdHoTm2,8,7.95,0.3123,200.74
agm003149644,TiInAg,6,19.6,0.367,312.1
agm044063986,PmSm(AlCu2)2,8,75.65,0.6106,366.27
agm104264566,GdBeNi4,6,63.52,0.5348,415.75
agm002332370,Cs2PaCl6,9,184.86,2.17,289.12
agm111885259,Dy3YIn4,8,42.39,0.5791,230.4
agm119753159,CsPaCl6,16,206.94,2.0345,334.0
agm005775874,PrDyIn6,8,36.38,0.5223,241.59
agm003213816,Zn(AgI2)2,14,109.33,0.991,301.33
agm006011561,Ta5TiW2,8,37.81,0.5433,231.41
agm001170457,ThPaAl4,6,22.0,0.3814,290.75
agm014299544,CeHoRh2,8,109.59,1.1202,268.5
agm103459487,PrNd4Sm2Er,8,5.53,0.2774,200.6
agm023069963,Pr2Nd2Sm2Er,7,5.92,0.2847,201.01
agm003439195,NbAl2Pd3,6,68.22,0.5964,360.82
agm035142472,Nb2AlPd3,6,68.55,0.608,336.78
agm003407300,Nd2Sm2H,5,67.69,0.7315,261.51
agm043193658,K8Cl7F,16,309.57,2.4483,472.37
agm067563990,TaSiRu2,8,71.03,0.6574,325.78
agm002192727,Y(Sn3Rh2)2,11,52.39,0.5878,299.87
agm005778608,LaCe2Sn3,6,72.35,0.8608,233.59
agm141250716,CeGd2S3,6,180.03,1.516,331.04
agm005055992,AlSiAgO4,7,506.24,1.735,847.6
agm060757350,Pm2YHg,4,27.57,0.5142,207.08
agm032237131,Dy3YAg4,8,47.61,0.6151,235.07
agm116187889,CsCdInBr6,9,163.65,1.5226,312.79
agm005792823,PuPdCl6,8,213.47,1.6108,425.8
agm002209480,Er2TlPt2,10,67.76,0.8786,207.91
agm066430787,HfTlGaF6,9,328.58,2.4644,485.46
agm005824887,SrLaSi4,6,112.13,0.775,397.07
agm001148494,SrLaPd2,4,99.03,1.1028,258.17
agm008216942,Pr5Er,6,5.91,0.283,206.41
agm011239480,Cd2In2Hg3,7,21.11,0.4238,219.61
agm090862891,Cd3In4Hg,8,12.66,0.3468,241.79
agm128455334,Cd2(InHg)3,8,18.3,0.3925,220.64
agm036962165,Cd4InHg2,7,18.42,0.3889,237.58
agm092697101,CdInHg2,4,18.8,0.4158,212.22
agm096142321,CdIn2Hg,4,13.23,0.34,237.63
agm054350364,Zn4AgRh3,8,63.64,0.5743,346.22
agm005003339,PmZn2SiPd,5,79.04,0.691,341.11
agm005004087,AcAlGa2Cu,5,54.04,0.5834,311.55
agm043680972,NdSm2DyHg4,8,45.15,0.682,189.65
agm001276401,GdTmTh,3,5.7,0.28,182.71
agm036416740,Al4Co2IrRh,8,67.11,0.5509,408.11
agm081765046,PrNbO4,12,357.05,2.1175,580.74
agm002231340,DyFeAsO,8,174.58,1.1752,427.77
agm003187463,RbHoS2,4,187.34,1.588,340.9
agm139562053,SmDyErPuBi4,8,66.79,0.9633,198.62
agm038179733,TbPr2HoAg4,8,54.17,0.6803,229.75
agm001278251,NdClF,3,231.33,1.954,378.01
agm005584003,LaDyHo,3,6.2,0.289,195.39
agm004864545,Ac2PmTmP4,8,119.97,1.1905,280.73
agm036974235,La4Dy3Ho,8,8.15,0.3059,197.68
agm002133618,Mn(AlS2)2,7,268.03,1.1461,639.31
agm003627911,DyYTh2,8,5.21,0.274,186.53
agm033993954,AlZn(GaCo2)2,8,29.66,0.367,441.45
agm005853793,PmU2Tc3,6,49.91,0.6232,235.43
agm001195642,Pm2InAg,4,46.1,0.6421,222.8
agm001339199,PmTmSnHg,4,47.89,0.6871,201.06
agm058315655,HfMg(BO3)2,10,523.97,1.8408,899.78
agm002187440,TmCuSi,12,70.12,0.64,337.12
agm002319601,Tm2CuSi3,12,70.12,0.64,351.45
agm079356510,VIBr,12,164.37,1.312,350.55
agm022067207,TbTm(CuSi)4,10,57.23,0.4986,390.43
agm005636922,CaTlAu,6,98.17,1.0931,228.43
agm090853572,Ca4Tl3Au,8,65.22,0.7953,230.48
agm005729467,CsThF5,14,275.61,2.0606,415.32
agm002168528,NdNiSb2,8,72.51,0.7475,274.17
agm088914865,Gd2CuRu3,6,76.45,0.79,280.0
agm003388776,Cs(ZnSb)2,5,81.89,0.8684,259.56
agm003204292,SrSiHg,6,86.84,0.86,272.13
agm004898469,CdSn(GeCl4)2,12,225.94,1.3935,449.24
agm004578995,Ba2Sr(TcN3)2,11,275.81,1.834,471.83
agm042017813,Ce3SbAs2,6,115.27,1.165,271.55
agm006021994,Ce4SbAs3,8,120.62,1.1747,275.58
agm002171737,MnCuO3,10,444.52,1.7935,772.03
agm005192832,CeSnHgPb,4,56.57,0.8005,205.55
agm078359456,TbPm2PuAs4,8,114.44,1.168,270.73
agm003215907,CsIn5S8,14,150.38,1.0867,377.21
agm112240076,LaPa2As3,6,91.57,0.982,258.07
agm004732648,Tm3Sc(TlTe2)4,16,69.12,0.8361,224.48
agm002155599,KCaAs,6,155.67,1.166,364.75
agm078048293,CeThAu6,8,69.02,0.934,206.59
agm002141034,CaHoAg2,4,66.16,0.7135,255.49
agm005952711,Mg4Rh3Au,8,106.52,0.8389,356.22
agm005555064,Nd3(GaGe)2,7,68.57,0.7004,283.01
agm003623582,Tb2SmAl,8,30.0,0.4848,237.13
agm005205890,HoThPdPt,4,81.69,1.0268,222.88
agm070141431,TmFeF6,16,451.07,2.446,664.0
agm110797270,CsCdCl3,10,209.3,1.9065,350.18
agm038688826,Sc3TcPd2,6,74.36,0.6434,341.74
agm005150328,Ba5Bi2SeO,9,130.22,1.6371,222.79
agm043298654,Ca2DyRh2,5,91.24,0.8446,297.21
agm107016453,Pm3Pr3Tm2,8,6.72,0.295,200.97
agm005962669,MgSc2Cd5,8,30.3,0.4544,308.98
agm034906093,Mn3AlV2,6,17.16,0.297,487.11
agm015608999,Mn2AlGa,4,28.52,0.361,467.51
agm031813448,Zn2InAgSe4,8,131.23,0.9677,380.09
agm005730649,CaGeF6,8,537.56,2.326,845.43
agm002160934,MgNiAs,6,115.91,0.7198,456.66
agm001384776,MgZrIrRh,4,76.68,0.7424,298.07
agm036281253,LaTb(ErTl2)2,8,25.63,0.5084,185.07
agm074677585,ZnHSCl,12,320.8,1.2243,735.07
agm002319954,Dy(SnAu)2,10,79.64,0.9418,230.51
agm007100187,KInSbH,4,135.1,0.9014,414.96
agm040405066,LiHo3Ru2,12,88.29,0.9275,267.21
agm045743038,Be3GeRh4,8,87.15,0.6429,431.3
agm036862549,Dy2TlRh4Pb,8,66.91,0.7595,240.57
agm022290637,LaTb6Dy,8,5.5,0.277,199.32
agm023005586,La(Tb2Dy)2,7,6.78,0.2963,198.47
agm146905734,KSm2F7,10,341.65,2.635,512.89
agm069269444,La4TbDy,6,6.02,0.28,200.21
agm005204680,DyTmSiGe,4,73.62,0.7517,283.0
agm001965848,Ce2SbP,4,121.49,1.15,282.29
agm046151849,Tb2NdThHg4,8,44.18,0.7167,187.31
agm093234129,Ba4NaTl3,8,31.91,0.5588,183.08
agm041155664,BaHg3Pd2,6,52.83,0.683,222.21
agm109698322,Pm3ErIn4,8,44.65,0.6318,225.29
agm009757720,Ta2(NiRh)3,8,66.29,0.6287,324.16
agm001139654,Tb2AlZn,4,39.41,0.5353,266.13
agm016779359,Tb4AlZn3,8,38.86,0.5303,259.42
agm045748623,Mn2AlGaNi4,8,40.55,0.4249,449.86
agm032466344,Tb4AlZn3,8,39.91,0.5316,259.9
agm146786807,Tb4AlZn3,8,41.21,0.5316,259.86
agm036985303,Al2ZnNi5,16,40.07,0.4045,487.43
agm002354038,Pu2SbI2,5,93.2,1.2175,215.25
